status,time,card_type,city,amount,id
success,2025-09-01 14:00:00,mastcard,karaj,200000.0,6
success,2025-09-30 14:55:00,visa,tehran,914282.0,15
success,2025-09-07 21:21:00,discover,tabriz,63489.0,71
success,2025-09-04 14:02:00,master_card,tehran,63489.0,95
fail,2025-09-06 02:37:00,visa,tehran,200000.0,81
success,2025-09-01 11:11:00,visa,mashhad,333333.0,22
fail,2025-09-29 20:20:00,master_card,tehran,583952.0,61
fail,2025-09-23 05:23:00,mastcard,isfahan,585954.0,26
success,2025-09-01 02:37:00,discover,tehran,99999.0,92
success,2025-09-04 08:08:00,visa,tehran,177050.0,89
success,2025-09-22 21:23:00,discover,shiraz,200000.0,8
fail,2025-09-02 22:27:00,discover,tehran,585954.0,21
success,2025-09-10 21:21:00,discover,tabriz,0.0,3
success,2025-09-22 22:27:00,visa,tehran,583952.0,27
success,2025-09-06 00:00:00,discover,tehran,471227.0,27
fail,2025-09-15 13:10:00,discover,tehran,471227.0,57
fail,2025-09-24 05:56:00,discover,tehran,200000.0,91
success,2025-09-24 19:19:00,discover,shiraz,774681.0,44
fail,2025-09-15 14:11:00,master_card,tabriz,914282.0,43
fail,2025-09-29 11:11:00,discover,mashhad,177050.0,31
fail,2025-09-29 03:27:00,discover,tehran,0.0,76
fail,2025-09-04 14:30:00,mastcard,tehran,412308.0,15
success,2025-09-12 03:27:00,mastcard,mashhad,343679.0,34
success,2025-09-13 11:11:00,master_card,qom,419089.0,80
fail,2025-09-27 14:30:00,discover,tehran,343679.0,72
fail,2025-09-04 06:06:00,visa,isfahan,100000.0,28
fail,2025-09-11 04:04:00,discover,tabriz,200000.0,2
fail,2025-09-27 05:23:00,discover,karaj,0.0,17
fail,2025-09-20 03:27:00,visa,tehran,0.0,74
success,2025-09-11 04:04:00,visa,tabriz,200000.0,9
fail,2025-09-30 05:56:00,discover,tabriz,250000.0,31
fail,2025-09-10 20:20:00,visa,karaj,585954.0,66
fail,2025-09-08 23:59:00,discover,tabriz,0.0,89
success,2025-09-06 00:00:00,mastcard,ahvaz,177050.0,19
success,2025-09-23 13:13:00,discover,isfahan,650000.0,74
success,2025-09-15 23:59:00,visa,tabriz,123456.0,55
success,2025-09-14 10:05:00,discover,tehran,583952.0,93
success,2025-09-11 12:12:00,visa,tehran,177050.0,50
success,2025-09-12 10:05:00,visa,tehran,583952.0,65
success,2025-09-13 03:00:00,amex,isfahan,177050.0,79
success,2025-09-08 14:11:00,discover,tehran,0.0,52
success,2025-09-30 19:19:00,visa,isfahan,900000.0,10
fail,2025-09-08 13:13:00,amex,tehran,443463.0,78
fail,2025-09-12 19:40:00,visa,shiraz,0.0,9
success,2025-09-05 05:23:00,master_card,tehran,914282.0,56
fail,2025-09-24 03:27:00,visa,isfahan,343679.0,91
success,2025-09-10 16:40:00,visa,tabriz,774681.0,87
fail,2025-09-26 18:12:00,discover,tehran,976246.0,76
fail,2025-09-09 19:51:00,master_card,tehran,343679.0,9
fail,2025-09-22 03:00:00,master_card,tehran,177050.0,10
fail,2025-09-29 22:27:00,visa,ahvaz,343679.0,73
fail,2025-09-09 19:29:00,discover,shiraz,850000.0,100
success,2025-09-22 04:15:00,discover,mashhad,50200.0,92
fail,2025-09-23 04:40:00,master_card,tehran,50200.0,96
fail,2025-09-14 06:06:00,amex,shiraz,205000.0,38
fail,2025-09-26 06:06:00,visa,mashhad,177050.0,94
success,2025-09-14 05:23:00,master_card,ahvaz,650000.0,47
fail,2025-09-04 12:12:00,visa,shiraz,5000.0,45
success,2025-09-22 21:10:00,discover,mashhad,471227.0,5
success,2025-09-25 03:27:00,visa,tehran,650000.0,53
success,2025-09-01 09:09:00,discover,ahvaz,123456.0,66
success,2025-09-23 14:02:00,mastcard,shiraz,412308.0,23
fail,2025-09-08 02:20:00,amex,tehran,914465.0,52
fail,2025-09-15 18:00:00,discover,tehran,50200.0,46
fail,2025-09-21 00:00:00,visa,tehran,900000.0,19
success,2025-09-20 07:08:00,visa,mashhad,177050.0,24
success,2025-09-26 18:45:00,visa,tehran,177050.0,46
fail,2025-09-20 21:21:00,master_card,mashhad,976246.0,28
success,2025-09-25 00:00:00,master_card,isfahan,0.0,50
fail,2025-09-26 02:20:00,discover,tehran,12345.0,64
success,2025-09-02 11:11:00,amex,tehran,443463.0,56
fail,2025-09-07 21:21:00,visa,karaj,5000.0,59
fail,2025-09-02 03:27:00,master_card,tehran,583952.0,44
fail,2025-09-27 21:23:00,visa,tehran,99999.0,42
fail,2025-09-11 16:16:00,visa,tehran,914465.0,93
success,2025-09-27 21:23:00,amex,mashhad,0.0,57
fail,2025-09-12 18:12:00,visa,tehran,177050.0,47
fail,2025-09-25 22:27:00,visa,ahvaz,545116.0,51
success,2025-09-20 13:13:00,master_card,qom,585954.0,34
success,2025-09-06 11:11:00,visa,shiraz,100.5,77
success,2025-09-24 06:30:00,discover,tabriz,774681.0,77
success,2025-09-01 05:23:00,visa,isfahan,177050.0,70
success,2025-09-29 09:09:00,mastcard,qom,5000.0,21
success,2025-09-11 19:29:00,visa,tehran,200000.0,7
success,2025-09-26 02:20:00,visa,mashhad,443463.0,79
success,2025-09-28 07:08:00,amex,ahvaz,100.5,56
success,2025-09-18 19:19:00,visa,tehran,471227.0,49
fail,2025-09-21 04:04:00,visa,mashhad,976246.0,42
fail,2025-09-07 11:11:00,amex,qom,471227.0,52
fail,2025-09-17 19:29:00,amex,ahvaz,100000.0,79
fail,2025-09-20 07:32:00,visa,tabriz,585954.0,53
success,2025-09-09 02:37:00,discover,tehran,914282.0,16
fail,2025-09-17 05:56:00,master_card,isfahan,177050.0,97
success,2025-09-20 08:08:00,visa,tehran,343679.0,37
success,2025-09-22 14:11:00,visa,mashhad,0.0,18
success,2025-09-29 23:59:00,discover,tabriz,976246.0,2
fail,2025-09-08 13:13:00,visa,shiraz,650000.0,88
fail,2025-09-07 21:23:00,discover,tehran,177050.0,63
fail,2025-09-01 06:06:00,visa,tabriz,976246.0,3
fail,2025-09-30 01:01:00,discover,tehran,1000.0,49
success,2025-09-23 18:45:00,amex,tehran,99999.0,1
success,2025-09-27 08:59:00,discover,tehran,545116.0,94
fail,2025-09-17 00:00:00,visa,tabriz,123456.0,6
success,2025-09-30 23:17:00,master_card,tehran,100000.0,4
success,2025-09-16 09:00:00,visa,qom,100000.0,3
fail,2025-09-01 01:01:00,master_card,ahvaz,5000.0,83
fail,2025-09-14 02:20:00,mastcard,ahvaz,12345.0,20
fail,2025-09-19 17:17:00,visa,tabriz,583952.0,88
success,2025-09-15 09:09:00,master_card,isfahan,1000.0,54
success,2025-09-02 08:08:00,amex,tabriz,0.0,15
fail,2025-09-28 13:13:00,visa,tehran,343679.0,23
success,2025-09-18 07:32:00,amex,tabriz,419089.0,66
fail,2025-09-06 02:20:00,visa,tabriz,585954.0,57
fail,2025-09-19 00:00:00,master_card,mashhad,976246.0,79
fail,2025-09-01 07:07:00,discover,tabriz,0.0,35
success,2025-09-08 23:17:00,master_card,tehran,585954.0,74
fail,2025-09-23 02:37:00,master_card,ahvaz,471227.0,92
fail,2025-09-03 07:08:00,discover,tehran,200000.0,100
fail,2025-09-10 10:05:00,visa,isfahan,177050.0,33
fail,2025-09-19 04:15:00,visa,isfahan,555555.0,1
fail,2025-09-28 15:45:00,master_card,tehran,976246.0,24
success,2025-09-28 12:34:00,mastcard,tehran,5000.0,58
fail,2025-09-07 15:45:00,visa,tabriz,50200.0,9
fail,2025-09-29 08:08:00,visa,tabriz,1000.0,80
fail,2025-09-08 09:45:00,discover,karaj,0.0,67
fail,2025-09-01 09:09:00,visa,isfahan,250000.0,20
fail,2025-09-23 09:45:00,visa,karaj,452545.0,62
success,2025-09-03 06:06:00,visa,tehran,545116.0,58
fail,2025-09-24 10:48:00,amex,qom,583952.0,22
fail,2025-09-23 08:08:00,visa,qom,900000.0,67
fail,2025-09-27 05:23:00,discover,isfahan,100.5,75
fail,2025-09-08 05:23:00,visa,tehran,123456.0,48
fail,2025-09-22 07:07:00,visa,mashhad,200000.0,8
fail,2025-09-15 01:01:00,master_card,mashhad,412308.0,15
fail,2025-09-01 15:45:00,discover,tehran,0.0,4
fail,2025-09-28 12:12:00,amex,tehran,850000.0,30
fail,2025-09-15 05:56:00,visa,tabriz,343679.0,13
fail,2025-09-08 06:30:00,mastcard,shiraz,0.0,21
success,2025-09-02 05:23:00,amex,karaj,300000.0,41
fail,2025-09-24 03:27:00,discover,shiraz,914465.0,48
success,2025-09-14 20:20:00,visa,tehran,177050.0,87
success,2025-09-24 02:30:00,amex,tehran,5000.0,63
success,2025-09-14 10:05:00,visa,tehran,200000.0,20
success,2025-09-11 23:17:00,visa,isfahan,12345.0,64
fail,2025-09-16 20:33:00,mastcard,qom,250000.0,37
fail,2025-09-04 18:45:00,visa,ahvaz,471227.0,31
fail,2025-09-20 19:29:00,visa,tehran,177050.0,74
success,2025-09-05 12:12:00,amex,isfahan,545116.0,18
success,2025-09-21 07:08:00,amex,tabriz,50200.0,82
success,2025-09-23 14:11:00,mastcard,tehran,976246.0,87
success,2025-09-07 07:08:00,visa,tehran,100000.0,64
fail,2025-09-10 19:51:00,visa,shiraz,177050.0,34
success,2025-09-07 10:05:00,discover,isfahan,250000.0,88
success,2025-09-01 04:04:00,amex,isfahan,12345.0,65
success,2025-09-23 14:11:00,visa,tehran,205000.0,55
fail,2025-09-19 19:51:00,visa,mashhad,100.5,1
success,2025-09-29 02:30:00,visa,karaj,177050.0,9
success,2025-09-04 20:33:00,discover,karaj,976246.0,71
success,2025-09-28 04:40:00,discover,tehran,100.5,100
success,2025-09-18 09:45:00,master_card,tehran,177050.0,52
success,2025-09-02 23:17:00,discover,tehran,100.5,18
fail,2025-09-05 13:10:00,mastcard,ahvaz,471227.0,4
fail,2025-09-20 23:59:00,master_card,shiraz,585954.0,88
success,2025-09-10 13:10:00,visa,isfahan,343679.0,52
fail,2025-09-02 11:11:00,mastcard,isfahan,250000.0,9
fail,2025-09-03 20:33:00,amex,tehran,177050.0,64
success,2025-09-23 10:05:00,visa,karaj,250000.0,8
success,2025-09-20 14:00:00,mastcard,mashhad,200000.0,76
success,2025-09-05 09:09:00,discover,tabriz,1000.0,63
success,2025-09-09 20:20:00,mastcard,isfahan,914282.0,82
success,2025-09-02 19:40:00,visa,tehran,555555.0,38
fail,2025-09-03 03:27:00,discover,qom,0.0,53
success,2025-09-12 08:08:00,mastcard,ahvaz,333333.0,54
fail,2025-09-17 14:55:00,visa,isfahan,650000.0,26
fail,2025-09-10 04:15:00,master_card,tabriz,419089.0,83
success,2025-09-30 17:07:00,master_card,tehran,471227.0,60
success,2025-09-24 14:11:00,visa,tehran,343679.0,39
success,2025-09-17 15:45:00,visa,shiraz,471227.0,48
fail,2025-09-09 11:11:00,visa,tehran,0.0,24
fail,2025-09-08 09:45:00,visa,tehran,0.0,91
success,2025-09-02 01:01:00,discover,karaj,0.0,21
fail,2025-09-25 14:55:00,mastcard,isfahan,774681.0,15
success,2025-09-09 03:27:00,master_card,tehran,976246.0,6
success,2025-09-22 02:30:00,mastcard,tehran,914282.0,31
fail,2025-09-11 11:11:00,discover,mashhad,471227.0,28
fail,2025-09-14 04:40:00,visa,tehran,471227.0,8
success,2025-09-04 20:33:00,visa,tehran,0.0,29
fail,2025-09-26 16:16:00,visa,tabriz,343679.0,21
fail,2025-09-05 14:00:00,master_card,tabriz,0.0,31
fail,2025-09-11 05:23:00,master_card,ahvaz,0.0,47
fail,2025-09-18 21:23:00,master_card,karaj,545116.0,2
fail,2025-09-21 12:12:00,master_card,qom,0.0,67
fail,2025-09-10 14:02:00,master_card,tehran,343679.0,95
success,2025-09-04 07:32:00,discover,tehran,419089.0,72
success,2025-09-09 17:17:00,master_card,tehran,123456.0,52
success,2025-09-02 02:54:00,discover,mashhad,250000.0,76
success,2025-09-17 12:34:00,mastcard,tehran,471227.0,19
fail,2025-09-05 04:40:00,visa,karaj,914465.0,91
success,2025-09-25 18:45:00,master_card,tehran,5000.0,93
fail,2025-09-26 07:08:00,discover,tabriz,177050.0,78
fail,2025-09-12 18:00:00,discover,tehran,443463.0,48
fail,2025-09-23 11:11:00,visa,tabriz,5000.0,14
success,2025-09-21 13:13:00,visa,shiraz,63489.0,3
fail,2025-09-22 18:00:00,visa,tabriz,0.0,94
success,2025-09-21 21:23:00,master_card,tehran,914465.0,54
success,2025-09-27 02:30:00,discover,isfahan,250000.0,6
fail,2025-09-06 02:30:00,master_card,mashhad,914465.0,23
success,2025-09-27 23:17:00,visa,isfahan,0.0,93
success,2025-09-08 09:09:00,master_card,tehran,120000.0,78
success,2025-09-12 01:01:00,visa,tabriz,343679.0,20
fail,2025-09-13 04:40:00,amex,karaj,177050.0,77
success,2025-09-21 11:11:00,master_card,shiraz,976246.0,60
fail,2025-09-07 19:40:00,master_card,tabriz,0.0,100
success,2025-09-10 06:30:00,visa,tabriz,12345.0,45
success,2025-09-17 13:10:00,master_card,tehran,471227.0,56
fail,2025-09-21 11:11:00,master_card,tehran,177050.0,45
fail,2025-09-28 03:27:00,discover,mashhad,120000.0,40
fail,2025-09-30 21:21:00,master_card,karaj,850000.0,24
fail,2025-09-26 17:17:00,discover,tehran,914465.0,29
fail,2025-09-14 06:30:00,visa,tehran,419089.0,67
fail,2025-09-02 02:20:00,amex,isfahan,250000.0,68
fail,2025-09-22 08:08:00,master_card,tabriz,1.0,84
success,2025-09-11 21:21:00,visa,tabriz,471227.0,54
success,2025-09-01 20:33:00,visa,qom,0.0,53
success,2025-09-19 11:11:00,visa,tehran,250000.0,79
fail,2025-09-21 12:34:00,visa,isfahan,0.0,49
success,2025-09-04 14:02:00,amex,tehran,120000.0,32
fail,2025-09-29 21:10:00,discover,tehran,900000.0,1
success,2025-09-21 07:08:00,visa,tehran,250000.0,63
fail,2025-09-11 01:01:00,amex,karaj,0.0,35
fail,2025-09-08 17:17:00,discover,isfahan,0.0,51
success,2025-09-04 11:11:00,amex,ahvaz,0.0,45
success,2025-09-17 03:00:00,master_card,ahvaz,205000.0,77
success,2025-09-08 13:10:00,master_card,tehran,774681.0,94
fail,2025-09-15 08:59:00,master_card,mashhad,0.0,10
success,2025-09-24 19:51:00,master_card,tehran,343679.0,13
fail,2025-09-22 14:55:00,master_card,mashhad,177050.0,14
fail,2025-09-05 07:32:00,visa,tehran,177050.0,10
success,2025-09-01 14:00:00,visa,tehran,650000.0,23
fail,2025-09-04 14:02:00,amex,isfahan,555555.0,55
fail,2025-09-15 10:48:00,visa,karaj,850000.0,63
fail,2025-09-20 11:11:00,discover,shiraz,5000.0,71
success,2025-09-30 20:33:00,visa,tabriz,1.0,47
fail,2025-09-02 12:34:00,amex,karaj,774681.0,79
success,2025-09-09 21:23:00,mastcard,karaj,63489.0,18
success,2025-09-02 22:27:00,master_card,isfahan,452545.0,23
success,2025-09-08 04:04:00,master_card,shiraz,0.0,64
success,2025-09-17 02:30:00,visa,tehran,177050.0,91
success,2025-09-01 04:40:00,mastcard,isfahan,976246.0,72
fail,2025-09-25 17:17:00,master_card,tehran,1.0,95
success,2025-09-11 07:32:00,master_card,tehran,343679.0,2
fail,2025-09-10 17:07:00,visa,qom,177050.0,31
fail,2025-09-25 09:09:00,mastcard,tabriz,100.5,98
fail,2025-09-07 02:37:00,discover,tehran,50200.0,68
fail,2025-09-03 23:59:00,visa,tehran,976246.0,70
fail,2025-09-03 11:11:00,visa,tehran,0.0,88
success,2025-09-12 10:48:00,visa,tehran,177050.0,65
success,2025-09-19 09:09:00,master_card,tehran,0.0,6
fail,2025-09-30 19:51:00,master_card,isfahan,0.0,71
fail,2025-09-02 02:37:00,discover,shiraz,419089.0,79
fail,2025-09-19 09:09:00,amex,karaj,976246.0,99
fail,2025-09-12 14:00:00,visa,tabriz,120000.0,48
fail,2025-09-27 12:12:00,mastcard,tabriz,0.0,89
success,2025-09-17 03:00:00,master_card,ahvaz,200000.0,100
success,2025-09-29 09:09:00,amex,tehran,555555.0,68
fail,2025-09-17 19:51:00,amex,tehran,412308.0,44
success,2025-09-23 18:45:00,master_card,qom,443463.0,38
fail,2025-09-17 01:01:00,visa,shiraz,177050.0,10
fail,2025-09-15 21:10:00,master_card,ahvaz,452545.0,54
success,2025-09-30 12:12:00,master_card,tabriz,177050.0,6
fail,2025-09-16 21:10:00,discover,qom,99999.0,6
fail,2025-09-24 12:44:00,discover,tehran,850000.0,52
success,2025-09-19 04:15:00,discover,karaj,0.0,15
fail,2025-09-08 05:56:00,discover,karaj,914282.0,68
success,2025-09-21 12:44:00,master_card,tabriz,450000.0,57
fail,2025-09-17 04:15:00,master_card,tehran,914282.0,56
success,2025-09-23 05:23:00,discover,tehran,419089.0,7
fail,2025-09-05 22:27:00,discover,qom,450000.0,51
success,2025-09-22 12:44:00,visa,tehran,850000.0,58
success,2025-09-06 09:45:00,master_card,karaj,100.5,26
fail,2025-09-08 17:07:00,visa,shiraz,12345.0,58
fail,2025-09-18 12:12:00,visa,isfahan,471227.0,66
fail,2025-09-12 02:37:00,visa,tehran,200000.0,13
success,2025-09-26 23:59:00,discover,qom,0.0,75
fail,2025-09-09 10:05:00,master_card,tehran,471227.0,13
fail,2025-09-13 12:44:00,visa,qom,177050.0,24
fail,2025-09-15 19:29:00,discover,tehran,914465.0,29
fail,2025-09-10 21:23:00,visa,mashhad,0.0,56
success,2025-09-16 09:45:00,master_card,qom,200000.0,54
fail,2025-09-07 14:11:00,visa,tehran,200000.0,5
success,2025-09-17 07:32:00,discover,ahvaz,250000.0,35
fail,2025-09-23 19:51:00,master_card,isfahan,419089.0,19
success,2025-09-26 23:59:00,visa,mashhad,1000.0,55
fail,2025-09-22 10:48:00,master_card,tehran,545116.0,69
fail,2025-09-26 16:40:00,visa,tehran,99999.0,44
success,2025-09-07 09:45:00,master_card,tabriz,900000.0,78
success,2025-09-14 06:30:00,visa,ahvaz,0.0,38
fail,2025-09-09 14:00:00,visa,karaj,300000.0,40
success,2025-09-19 03:00:00,visa,shiraz,412308.0,26
fail,2025-09-16 15:45:00,discover,karaj,419089.0,5
success,2025-09-08 13:10:00,visa,tabriz,774681.0,94
success,2025-09-18 11:11:00,discover,tehran,0.0,54
fail,2025-09-23 17:17:00,visa,mashhad,333333.0,49
success,2025-09-29 11:11:00,discover,tehran,0.0,3
fail,2025-09-18 19:19:00,discover,tehran,419089.0,93
fail,2025-09-30 06:06:00,amex,shiraz,419089.0,38
fail,2025-09-20 14:00:00,visa,tehran,250000.0,14
success,2025-09-03 12:12:00,amex,tabriz,583952.0,14
success,2025-09-10 02:54:00,discover,qom,900000.0,38
success,2025-09-07 10:48:00,discover,isfahan,1000.0,64
fail,2025-09-17 19:29:00,master_card,tehran,100000.0,44
fail,2025-09-12 14:00:00,amex,tehran,343679.0,16
fail,2025-09-28 14:11:00,visa,karaj,471227.0,15
fail,2025-09-13 07:32:00,discover,shiraz,343679.0,99
fail,2025-09-03 00:00:00,amex,karaj,650000.0,3
success,2025-09-05 08:59:00,visa,tehran,5000.0,67
success,2025-09-11 14:55:00,visa,isfahan,177050.0,37
success,2025-09-08 14:11:00,discover,qom,443463.0,81
success,2025-09-23 02:30:00,discover,tehran,850000.0,38
success,2025-09-23 10:05:00,discover,tehran,900000.0,63
fail,2025-09-12 21:23:00,master_card,ahvaz,50200.0,1
fail,2025-09-07 19:29:00,amex,mashhad,0.0,71
success,2025-09-24 02:30:00,visa,isfahan,5000.0,19
fail,2025-09-29 04:04:00,amex,tehran,583952.0,55
fail,2025-09-01 11:11:00,master_card,tabriz,5000.0,27
success,2025-09-16 02:30:00,discover,tabriz,250000.0,90
fail,2025-09-10 02:30:00,master_card,ahvaz,50200.0,41
success,2025-09-12 06:06:00,master_card,tabriz,450000.0,48
success,2025-09-30 11:11:00,mastcard,tehran,914465.0,12
fail,2025-09-23 23:59:00,amex,tabriz,0.0,6
success,2025-09-10 18:45:00,mastcard,karaj,100000.0,52
fail,2025-09-30 14:02:00,visa,mashhad,0.0,83
success,2025-09-27 11:11:00,master_card,tehran,300000.0,6
fail,2025-09-23 07:08:00,visa,karaj,471227.0,2
success,2025-09-18 15:45:00,mastcard,tabriz,555555.0,16
fail,2025-09-03 07:32:00,visa,tehran,419089.0,28
fail,2025-09-27 11:11:00,visa,tabriz,63489.0,85
success,2025-09-07 09:45:00,visa,tehran,177050.0,72
fail,2025-09-14 18:45:00,discover,tehran,471227.0,10
success,2025-09-20 17:07:00,visa,ahvaz,1.0,10
success,2025-09-29 16:16:00,visa,mashhad,471227.0,10
success,2025-09-30 08:59:00,mastcard,ahvaz,100000.0,73
fail,2025-09-17 07:32:00,visa,qom,914282.0,28
fail,2025-09-30 08:08:00,visa,mashhad,452545.0,19
success,2025-09-21 18:45:00,master_card,qom,343679.0,98
success,2025-09-25 19:51:00,master_card,tabriz,250000.0,56
success,2025-09-24 11:11:00,mastcard,shiraz,0.0,42
success,2025-09-12 19:51:00,visa,tehran,63489.0,12
success,2025-09-30 12:44:00,visa,ahvaz,471227.0,6
fail,2025-09-25 02:24:00,visa,mashhad,0.0,53
fail,2025-09-07 02:24:00,master_card,isfahan,419089.0,99
fail,2025-09-01 10:48:00,discover,tehran,412308.0,30
success,2025-09-17 21:23:00,visa,tabriz,555555.0,92
fail,2025-09-14 07:08:00,mastcard,tehran,0.0,40
fail,2025-09-24 07:08:00,master_card,tehran,100.5,89
fail,2025-09-04 02:37:00,amex,karaj,914465.0,50
success,2025-09-18 19:29:00,visa,tehran,0.0,76
fail,2025-09-30 21:23:00,visa,tabriz,583952.0,96
success,2025-09-05 17:07:00,amex,shiraz,914465.0,49
fail,2025-09-21 11:11:00,amex,tehran,0.0,46
success,2025-09-14 11:11:00,visa,tehran,177050.0,46
success,2025-09-15 08:59:00,visa,karaj,0.0,17
success,2025-09-09 19:51:00,master_card,ahvaz,200000.0,66
success,2025-09-15 12:34:00,visa,karaj,1.0,5
success,2025-09-17 17:07:00,visa,ahvaz,120000.0,54
success,2025-09-24 04:40:00,amex,ahvaz,100000.0,81
fail,2025-09-12 06:06:00,discover,shiraz,914465.0,7
success,2025-09-27 23:59:00,visa,isfahan,0.0,8
success,2025-09-29 01:51:00,visa,qom,0.0,97
fail,2025-09-05 07:08:00,visa,ahvaz,0.0,82
fail,2025-09-11 11:11:00,amex,tehran,976246.0,38
success,2025-09-28 10:48:00,visa,tabriz,900000.0,54
fail,2025-09-06 21:10:00,visa,qom,200000.0,76
fail,2025-09-07 06:30:00,mastcard,mashhad,343679.0,15
fail,2025-09-14 16:16:00,visa,isfahan,100.5,50
success,2025-09-24 10:48:00,visa,karaj,0.0,56
success,2025-09-11 10:48:00,amex,isfahan,471227.0,96
success,2025-09-02 11:11:00,visa,tehran,100.5,19
fail,2025-09-25 11:11:00,visa,tehran,100.5,51
fail,2025-09-07 11:11:00,mastcard,mashhad,1000.0,72
success,2025-09-27 05:56:00,visa,shiraz,914282.0,68
success,2025-09-08 19:40:00,visa,qom,585954.0,31
fail,2025-09-20 04:04:00,visa,tehran,585954.0,3
success,2025-09-22 07:32:00,master_card,ahvaz,585954.0,83
fail,2025-09-21 11:11:00,visa,tehran,1.0,43
fail,2025-09-14 08:59:00,discover,karaj,63489.0,12
fail,2025-09-10 19:51:00,amex,mashhad,976246.0,46
fail,2025-09-11 11:11:00,mastcard,shiraz,205000.0,30
fail,2025-09-02 11:11:00,visa,karaj,471227.0,95
success,2025-09-25 08:08:00,discover,karaj,650000.0,82
success,2025-09-09 05:23:00,visa,mashhad,583952.0,32
fail,2025-09-17 00:00:00,mastcard,shiraz,412308.0,73
fail,2025-09-26 03:27:00,master_card,tehran,250000.0,47
fail,2025-09-05 06:06:00,visa,tehran,177050.0,3
success,2025-09-22 23:59:00,visa,tehran,0.0,75
success,2025-09-15 09:09:00,master_card,karaj,200000.0,74
success,2025-09-23 23:59:00,discover,isfahan,976246.0,50
success,2025-09-09 03:27:00,master_card,tehran,583952.0,13
success,2025-09-26 03:27:00,amex,karaj,1000.0,77
fail,2025-09-17 21:21:00,visa,tabriz,471227.0,91
fail,2025-09-29 21:21:00,visa,mashhad,343679.0,84
fail,2025-09-03 00:00:00,mastcard,karaj,0.0,78
fail,2025-09-18 11:11:00,visa,isfahan,419089.0,14
success,2025-09-30 18:45:00,discover,karaj,123456.0,48
fail,2025-09-03 02:54:00,discover,karaj,0.0,65
fail,2025-09-06 08:08:00,visa,tehran,0.0,87
success,2025-09-13 03:27:00,master_card,ahvaz,0.0,34
fail,2025-09-24 19:51:00,visa,karaj,976246.0,51
fail,2025-09-09 14:30:00,mastcard,shiraz,177050.0,58
fail,2025-09-04 08:59:00,mastcard,tehran,333333.0,72
fail,2025-09-05 05:23:00,master_card,mashhad,177050.0,80
success,2025-09-02 14:55:00,visa,tehran,120000.0,42
fail,2025-09-11 19:51:00,master_card,tehran,205000.0,21
fail,2025-09-24 08:08:00,mastcard,tehran,583952.0,57
success,2025-09-03 10:48:00,mastcard,isfahan,555555.0,25
success,2025-09-27 17:17:00,visa,karaj,200000.0,56
fail,2025-09-28 21:23:00,visa,tehran,0.0,38
fail,2025-09-09 04:04:00,mastcard,tehran,0.0,61
success,2025-09-25 08:59:00,amex,tehran,177050.0,54
success,2025-09-02 11:11:00,visa,qom,976246.0,46
fail,2025-09-12 21:23:00,discover,tehran,177050.0,68
fail,2025-09-09 07:32:00,master_card,tehran,419089.0,95
success,2025-09-15 04:40:00,discover,ahvaz,120000.0,66
fail,2025-09-08 12:12:00,discover,isfahan,419089.0,94
success,2025-09-25 23:59:00,visa,tehran,177050.0,43
success,2025-09-05 12:44:00,visa,isfahan,900000.0,62
fail,2025-09-11 23:59:00,visa,isfahan,0.0,85
success,2025-09-02 01:51:00,visa,karaj,100.5,85
fail,2025-09-27 21:10:00,discover,ahvaz,583952.0,9
success,2025-09-05 19:51:00,master_card,mashhad,583952.0,57
success,2025-09-26 00:00:00,visa,mashhad,0.0,18
success,2025-09-06 12:12:00,discover,ahvaz,412308.0,42
success,2025-09-28 23:59:00,master_card,mashhad,850000.0,75
fail,2025-09-16 03:27:00,visa,karaj,471227.0,90
success,2025-09-13 20:20:00,visa,karaj,471227.0,91
fail,2025-09-28 11:11:00,visa,tabriz,50200.0,58
success,2025-09-05 23:59:00,master_card,qom,545116.0,42
fail,2025-09-13 12:34:00,mastcard,shiraz,774681.0,35
fail,2025-09-13 11:11:00,discover,shiraz,450000.0,100
success,2025-09-30 04:40:00,discover,isfahan,583952.0,50
success,2025-09-29 11:11:00,amex,tabriz,583952.0,87
fail,2025-09-26 20:20:00,visa,isfahan,0.0,79
success,2025-09-03 02:54:00,amex,tehran,583952.0,45
success,2025-09-24 09:45:00,discover,tehran,250000.0,71
fail,2025-09-08 03:00:00,master_card,isfahan,0.0,19
success,2025-09-02 03:00:00,visa,shiraz,5000.0,17
success,2025-09-08 07:07:00,visa,tehran,850000.0,65
fail,2025-09-27 04:40:00,visa,tehran,177050.0,94
fail,2025-09-13 07:07:00,amex,tabriz,900000.0,56
success,2025-09-01 10:48:00,visa,tehran,100.5,94
fail,2025-09-19 09:45:00,master_card,tabriz,0.0,6
success,2025-09-08 03:00:00,visa,mashhad,1.0,99
fail,2025-09-01 02:20:00,discover,tabriz,419089.0,73
fail,2025-09-27 18:00:00,visa,tehran,100.5,41
success,2025-09-09 07:08:00,master_card,tehran,177050.0,8
success,2025-09-13 20:33:00,visa,mashhad,123456.0,44
success,2025-09-13 07:07:00,mastcard,isfahan,1000.0,67
success,2025-09-25 12:12:00,visa,mashhad,123456.0,13
success,2025-09-21 12:34:00,master_card,tabriz,0.0,19
success,2025-09-04 05:23:00,visa,qom,0.0,97
fail,2025-09-27 19:51:00,visa,tehran,555555.0,49
fail,2025-09-28 03:27:00,master_card,karaj,343679.0,82
fail,2025-09-07 23:17:00,visa,isfahan,555555.0,78
